#Transcript position	Transcript coverage profile
0.0	83408.15715314829
1.0	93309.6561734483
2.0	102784.58979615482
3.0	109216.37676416899
4.0	120002.47585732471
5.0	131773.41907979938
6.0	142499.06009130002
7.0	152634.25362457114
8.0	164721.86569960884
9.0	173172.0446652469
10.0	181011.8658713719
11.0	189317.4642478318
12.0	194053.80738275452
13.0	198248.32073960596
14.0	200651.0155826583
15.0	208720.06609348315
16.0	212479.1612649591
17.0	215346.67844738485
18.0	223413.95774560334
19.0	225239.93489887248
20.0	227336.26688625908
21.0	228389.35070096943
22.0	229172.83325807293
23.0	235131.7746404097
24.0	237836.69774509402
25.0	240157.59085657579
26.0	245322.33492404627
27.0	253208.8638789779
28.0	256800.60251731932
29.0	263491.99035664735
30.0	263576.70557977294
31.0	263034.3627462144
32.0	264513.1041442576
33.0	267605.9339188731
34.0	271148.93701814854
35.0	277157.18421955867
36.0	277311.4547416693
37.0	279957.78069695947
38.0	285514.999066027
39.0	293827.8583008447
40.0	299628.49926314416
41.0	298158.85369548335
42.0	294226.7182090239
43.0	293786.3018696759
44.0	292546.7288243108
45.0	298915.72656162595
46.0	303019.9529476418
47.0	306894.0103592579
48.0	309895.6249085884
49.0	307773.275032151
50.0	306990.7694094989
51.0	310379.62094887294
52.0	312449.5748207829
53.0	315246.52662962466
54.0	316216.8409462455
55.0	316003.0988759654
56.0	311676.2697282226
57.0	310258.8019992278
58.0	307929.3689572546
59.0	309775.1960771022
60.0	306298.999869607
61.0	302881.64046641917
62.0	301867.4627605978
63.0	303893.6951733591
64.0	303844.77369394054
65.0	300490.1979574649
66.0	298846.099443678
67.0	304474.347348402
68.0	302648.71820040786
69.0	306109.2204053118
70.0	309265.8814651299
71.0	308734.9759164151
72.0	309935.16639711533
73.0	308232.4537474684
74.0	303422.81485797715
75.0	303167.10001441394
76.0	298237.137944502
77.0	295742.9757565469
78.0	292602.70506411657
79.0	289008.7861867284
80.0	281723.0144895518
81.0	275835.7929568843
82.0	271670.8301638829
83.0	269763.17018310656
84.0	263168.309807608
85.0	259388.04731207064
86.0	258267.5127919852
87.0	248662.31769591913
88.0	235254.45479428468
89.0	221422.82513552738
90.0	201535.48971475186
91.0	183465.22392527614
92.0	162522.2897250664
93.0	139167.26928999284
94.0	117625.87655369661
95.0	94981.18265111001
96.0	65809.23739419901
97.0	43854.59989382632
98.0	24224.41376519435
99.0	6333.988699805118
