# Pathway	MHS438_genefamilies_Abundance
UNMAPPED	148673
UNINTEGRATED	831437
UNINTEGRATED|g__Malassezia.s__Malassezia_restricta	458277
UNINTEGRATED|g__Malassezia.s__Malassezia_arunalokei	268405
UNINTEGRATED|g__Cutibacterium.s__Cutibacterium_acnes	95280.9
UNINTEGRATED|g__Malassezia.s__Malassezia_globosa	46737.8
UNINTEGRATED|g__Malassezia.s__Malassezia_sympodialis	27008.7
UNINTEGRATED|g__Staphylococcus.s__Staphylococcus_capitis	12747.9
UNINTEGRATED|unclassified	5061.71
UNINTEGRATED|g__Staphylococcus.s__Staphylococcus_epidermidis	3486.27
M00005	1935.47
M00005|g__Malassezia.s__Malassezia_restricta	1082.97
M00005|g__Malassezia.s__Malassezia_arunalokei	780.842
M00005|g__Malassezia.s__Malassezia_globosa	49.6603
M00005|g__Staphylococcus.s__Staphylococcus_capitis	12.1931
M00005|g__Cutibacterium.s__Cutibacterium_acnes	7.6364
M00005|unclassified	1.89019
M00005|g__Staphylococcus.s__Staphylococcus_epidermidis	0.283582
M00344	1397.56
M00344|g__Malassezia.s__Malassezia_restricta	823.035
M00344|g__Malassezia.s__Malassezia_arunalokei	434.722
M00344|g__Malassezia.s__Malassezia_globosa	118.877
M00344|g__Malassezia.s__Malassezia_sympodialis	70.682
M00344|g__Cutibacterium.s__Cutibacterium_acnes	0.351765
M00169	1140.95
M00169|g__Malassezia.s__Malassezia_restricta	802.704
M00169|g__Malassezia.s__Malassezia_arunalokei	203.665
M00169|g__Malassezia.s__Malassezia_sympodialis	82.253
M00169|g__Malassezia.s__Malassezia_globosa	52.3237
M00169|g__Cutibacterium.s__Cutibacterium_acnes	18.7655
M00169|g__Staphylococcus.s__Staphylococcus_capitis	7.48196
M00049	861.259
M00049|g__Malassezia.s__Malassezia_restricta	455.285
M00049|g__Malassezia.s__Malassezia_arunalokei	304.038
M00049|g__Malassezia.s__Malassezia_globosa	33.8408
M00049|g__Cutibacterium.s__Cutibacterium_acnes	2.50821
M00621	850.239
M00621|g__Malassezia.s__Malassezia_restricta	484.643
M00621|g__Malassezia.s__Malassezia_arunalokei	318.872
M00621|g__Staphylococcus.s__Staphylococcus_capitis	13.4372
M00621|unclassified	1.86006
M00364	839.619
M00364|g__Malassezia.s__Malassezia_restricta	571.887
M00364|g__Malassezia.s__Malassezia_arunalokei	186.061
M00364|g__Cutibacterium.s__Cutibacterium_acnes	30.8933
M00364|g__Staphylococcus.s__Staphylococcus_capitis	28.3055
M00364|g__Malassezia.s__Malassezia_sympodialis	15.9973
M00364|g__Malassezia.s__Malassezia_globosa	6.47512
M00365	839.619
M00365|g__Malassezia.s__Malassezia_restricta	571.887
M00365|g__Malassezia.s__Malassezia_arunalokei	186.061
M00365|g__Cutibacterium.s__Cutibacterium_acnes	30.8933
M00365|g__Staphylococcus.s__Staphylococcus_capitis	28.3055
M00365|g__Malassezia.s__Malassezia_sympodialis	15.9973
M00365|g__Malassezia.s__Malassezia_globosa	6.47512
M00019	775.463
M00019|g__Malassezia.s__Malassezia_restricta	450.576
M00019|g__Malassezia.s__Malassezia_arunalokei	245.568
M00019|g__Malassezia.s__Malassezia_sympodialis	21.306
M00019|g__Malassezia.s__Malassezia_globosa	0.381613
M00170	749.818
M00170|g__Malassezia.s__Malassezia_restricta	425.098
M00170|g__Malassezia.s__Malassezia_arunalokei	265.635
M00170|g__Malassezia.s__Malassezia_globosa	49.7467
M00134	651.568
M00134|g__Malassezia.s__Malassezia_arunalokei	321.488
M00134|g__Malassezia.s__Malassezia_restricta	293.098
M00134|g__Malassezia.s__Malassezia_sympodialis	69.8842
M00134|g__Staphylococcus.s__Staphylococcus_epidermidis	10.3653
M00134|g__Malassezia.s__Malassezia_globosa	4.23826
M00134|unclassified	2.92298
M00367	543.633
M00367|g__Malassezia.s__Malassezia_restricta	368.574
M00367|g__Malassezia.s__Malassezia_arunalokei	159.768
M00088	467.257
M00088|g__Malassezia.s__Malassezia_restricta	266.431
M00088|g__Malassezia.s__Malassezia_arunalokei	185.83
M00088|unclassified	1.98149
M00133-1	464.732
M00133-1|g__Malassezia.s__Malassezia_restricta	396.947
M00133-1|g__Malassezia.s__Malassezia_arunalokei	56.7958
M00133-1|unclassified	10.4391
M00133-1|g__Malassezia.s__Malassezia_globosa	0.549774
M00050	431.924
M00050|g__Malassezia.s__Malassezia_arunalokei	242.895
M00050|g__Malassezia.s__Malassezia_restricta	160.107
M00050|g__Malassezia.s__Malassezia_globosa	17.9389
M00050|unclassified	2.82597
M00100	415.947
M00100|g__Malassezia.s__Malassezia_restricta	274.237
M00100|g__Malassezia.s__Malassezia_arunalokei	126.037
M00100|g__Malassezia.s__Malassezia_globosa	14.9181
M00100|g__Staphylococcus.s__Staphylococcus_epidermidis	0.451752
M00100|unclassified	0.302733
M00881	396.035
M00881|g__Malassezia.s__Malassezia_restricta	217.495
M00881|g__Malassezia.s__Malassezia_arunalokei	138.289
M00881|g__Cutibacterium.s__Cutibacterium_acnes	26.9149
M00881|g__Malassezia.s__Malassezia_globosa	21.0887
M00881|unclassified	0.279501
M00882	396.035
M00882|g__Malassezia.s__Malassezia_restricta	217.495
M00882|g__Malassezia.s__Malassezia_arunalokei	138.289
M00882|g__Cutibacterium.s__Cutibacterium_acnes	26.9149
M00882|g__Malassezia.s__Malassezia_globosa	13.0564
M00882|unclassified	0.279501
M00884	396.035
M00884|g__Malassezia.s__Malassezia_restricta	217.495
M00884|g__Malassezia.s__Malassezia_arunalokei	138.289
