#Transcript position	Transcript coverage profile
0.0	824.3651063252839
1.0	873.1146589229744
2.0	962.5349474834483
3.0	1034.0780092696477
4.0	1191.9045864610762
5.0	1312.411854404032
6.0	1446.1675686734504
7.0	1578.6979676318547
8.0	1708.6364395295816
9.0	1852.9756216733722
10.0	2038.3793048570374
11.0	2113.0833083726525
12.0	2160.44260328662
13.0	2265.1472149209585
14.0	2376.3251110917154
15.0	2470.2544559730327
16.0	2540.0253829382746
17.0	2695.7782746887724
18.0	2804.6952361960307
19.0	2876.6951895406833
20.0	3019.028815232594
21.0	3219.46662836266
22.0	3270.51225899102
23.0	3319.1350378157094
24.0	3357.8494946423007
25.0	3439.437494187247
26.0	3562.219446558885
27.0	3662.9674346876936
28.0	3766.8352099813605
29.0	3842.9286626600647
30.0	3886.090350715522
31.0	3960.1773777701565
32.0	3976.992362858427
33.0	4009.1584802864
34.0	4058.8289290339326
35.0	4122.612165745835
36.0	4232.467075543802
37.0	4335.0958359047
38.0	4346.550970558642
39.0	4394.092617757558
40.0	4519.614977631822
41.0	4663.187397464346
42.0	4831.150735700513
43.0	4876.297780882283
44.0	4889.779191014492
45.0	4951.255092051086
46.0	5045.894300972059
47.0	5040.953787320288
48.0	5066.915548509756
49.0	5048.020364722969
50.0	4907.26703532881
51.0	4825.740193810925
52.0	4737.0471310203075
53.0	4683.276097088585
54.0	4617.814729436165
55.0	4575.010787423217
56.0	4536.384615214493
57.0	4458.208611147512
58.0	4341.998597613109
59.0	4232.38089159327
60.0	4152.7214478049555
61.0	4141.1505208440985
62.0	4124.063727972558
63.0	3980.68020472647
64.0	3894.6627475365767
65.0	3753.200758652555
66.0	3634.968821827616
67.0	3481.5968570736163
68.0	3438.649600287932
69.0	3359.0251765823655
70.0	3167.255438622803
71.0	3015.0017486856855
72.0	2962.928047399237
73.0	2916.237937214544
74.0	2884.4174875298445
75.0	2832.0312607264304
76.0	2774.2128711778796
77.0	2746.70151858391
78.0	2704.943398155722
79.0	2606.5119965168697
80.0	2526.6256002073496
81.0	2466.642987931851
82.0	2402.7479589339446
83.0	2353.8338675149957
84.0	2262.0864048239105
85.0	2098.18920650366
86.0	1864.0908438009524
87.0	1776.9815662468068
88.0	1716.3322792461634
89.0	1639.9197728930876
90.0	1466.243628270727
91.0	1222.7020970429755
92.0	1011.0121427568969
93.0	933.0214688511101
94.0	848.4068257861134
95.0	640.3495516900773
96.0	368.38746706734116
97.0	229.92041023001585
98.0	75.29905165972868
99.0	9.835817237508802
