#Transcript position	Transcript coverage profile
0.0	522.309630311997
1.0	550.3419458971557
2.0	591.1267541122807
3.0	623.6771287895684
4.0	680.1150067442749
5.0	719.8755971288263
6.0	765.3216868472737
7.0	815.0031492452692
8.0	863.6658620035147
9.0	923.3668847758944
10.0	990.336432523247
11.0	1014.8772995566314
12.0	1037.369930180024
13.0	1083.145941551435
14.0	1114.8951897598101
15.0	1132.025483126083
16.0	1144.3609307007193
17.0	1193.3265862232226
18.0	1231.6970541869207
19.0	1250.363160607032
20.0	1303.6053844632397
21.0	1386.2007875247195
22.0	1419.6156793582516
23.0	1458.8814224710384
24.0	1490.9335124649956
25.0	1526.950855085576
26.0	1571.7557215617592
27.0	1614.1550850471856
28.0	1662.2608271279
29.0	1701.3071888646416
30.0	1716.1142935427122
31.0	1744.590939694827
32.0	1745.6205299014955
33.0	1765.8042967340384
34.0	1809.821788755187
35.0	1857.1298181534196
36.0	1885.8290775766368
37.0	1904.8146732329594
38.0	1910.301396177726
39.0	1923.3320350744384
40.0	1983.3701573981568
41.0	2035.3048132286895
42.0	2105.5644663247085
43.0	2129.3009734988264
44.0	2132.029308323444
45.0	2148.4811842453773
46.0	2185.470986312613
47.0	2182.965254859868
48.0	2192.5037990162145
49.0	2188.932069717089
50.0	2103.355197851836
51.0	2084.4103862127167
52.0	2051.2554540025208
53.0	2018.9103707338497
54.0	1996.564381151202
55.0	1968.5516493237794
56.0	1944.4597159381467
57.0	1906.6224462011953
58.0	1850.9179723000786
59.0	1794.2802470079037
60.0	1771.6197217693552
61.0	1772.0959571297076
62.0	1762.1041426112695
63.0	1718.9153427007693
64.0	1695.6918470384785
65.0	1644.1642207801024
66.0	1590.1108132756476
67.0	1528.7776311390546
68.0	1511.577286965614
69.0	1487.7421367062345
70.0	1410.298872728894
71.0	1330.8770335543502
72.0	1290.9027324483593
73.0	1263.5792274008718
74.0	1242.7214419033676
75.0	1202.9359003072316
76.0	1173.93489209902
77.0	1162.2755741441333
78.0	1139.6707441383248
79.0	1107.929723305953
80.0	1074.1126330714449
81.0	1049.3848611080537
82.0	1045.770595537341
83.0	1040.164819193155
84.0	1009.6544318108193
85.0	925.8902030077861
86.0	844.536753663331
87.0	820.9594536643602
88.0	804.6038380019675
89.0	771.1894335705946
90.0	688.4675232202355
91.0	577.0585032207731
92.0	496.1677164843258
93.0	449.3723827557881
94.0	394.98031757248015
95.0	297.1349480558477
96.0	184.3335631724036
97.0	121.63062414132575
98.0	47.40134071785217
99.0	7.850479723539865
