#Transcript position	Transcript coverage profile
0.0	155.35995649086107
1.0	255.14277195751964
2.0	425.8977421425517
3.0	485.9083711590003
4.0	709.9249513660264
5.0	684.5464592377665
6.0	782.8622641868113
7.0	827.9326395719385
8.0	872.9359168735523
9.0	923.0994208081268
10.0	1010.6367795777752
11.0	1258.6095239092017
12.0	1650.007888199182
13.0	1520.7990961427408
14.0	1674.9650479693184
15.0	1629.594710185352
16.0	1522.973753864127
17.0	1423.297187422543
18.0	1470.4709091543411
19.0	1627.1039050733052
20.0	1661.598474866054
21.0	1514.828694783913
22.0	1473.2963352546456
23.0	1480.3886229971508
24.0	1489.7530609154812
25.0	1481.9785497675725
26.0	1525.9673462006333
27.0	1544.7691720768432
28.0	1585.9968167170252
29.0	1638.4755039861836
30.0	1701.1049900515764
31.0	1748.7206983357567
32.0	1810.466233794133
33.0	1892.4448830285428
34.0	2056.2797987687422
35.0	2119.928555514313
36.0	2169.716206027224
37.0	2212.7221824839103
38.0	2234.4916596418248
39.0	2253.194231408707
40.0	2289.249403981198
41.0	2355.0433282457943
42.0	2398.749461286743
43.0	2374.8161557079925
44.0	2352.6252827707785
45.0	2450.474172493438
46.0	2520.7816236852073
47.0	2566.495549978403
48.0	2638.077280506158
49.0	2654.3381598670335
50.0	2626.2386630089272
51.0	2730.6503700097055
52.0	2747.619434587395
53.0	2756.9542680935347
54.0	2741.5873404799163
55.0	2616.0670682401487
56.0	2644.5026318938835
57.0	2581.1628192964617
58.0	2545.554666883825
59.0	2505.123900699945
60.0	2497.6942971098033
61.0	2546.966364765328
62.0	2653.152764634489
63.0	2566.043949920272
64.0	2473.1374330563685
65.0	2153.6310511934316
66.0	1890.699185484743
67.0	1743.7242206495623
68.0	1655.6020382524057
69.0	1605.728164062161
70.0	1478.4925887832653
71.0	1376.7044307360204
72.0	1371.5444573073235
73.0	1475.4493418770187
74.0	1420.8557209057667
75.0	1214.693295958384
76.0	1155.6410008417465
77.0	1120.6218201978031
78.0	1087.1814192717134
79.0	1023.8725346705826
80.0	1005.1974704346811
81.0	1000.2812799010882
82.0	1577.5249743419579
83.0	2039.2354818199128
84.0	2043.0015484215066
85.0	1172.4307694013899
86.0	698.1263995384027
87.0	665.7846449189298
88.0	643.35300868933
89.0	570.370279799988
90.0	506.42075441768736
91.0	452.0320822877731
92.0	381.83308674979116
93.0	325.4519781253181
94.0	308.7759588033553
95.0	262.2483575043683
96.0	186.7740731808454
97.0	115.36281985903143
98.0	30.562001006981298
99.0	5.521449487544491
