96.17	7247008	0	349640132	3439742	D	2759	 Eukaryota	MHS371
1.88	141609	892	6296400	970659	D	2	 Bacteria	MHS371
0.00	79	0	3018	1109	D	2157	 Archaea	MHS371
0.00	145	0	6571	1912	D	10239	 Viruses	MHS371
53.70	3249296	0	150764995	2832370	D	2759	 Eukaryota	MHS389
43.67	2642366	2875	129964032	3759045	D	2	 Bacteria	MHS389
0.00	114	0	6188	1439	D	2157	 Archaea	MHS389
0.00	131	0	5134	1651	D	10239	 Viruses	MHS389
44.44	1935705	2034	80390773	2939796	D	2	 Bacteria	MHS388
43.83	1909031	0	85173897	2488055	D	2759	 Eukaryota	MHS388
0.01	258	0	5511	1738	D	2157	 Archaea	MHS388
0.01	598	3	13496	2018	D	10239	 Viruses	MHS388
96.41	13563577	2692	739367162	5387417	D	2	 Bacteria	MHS413
0.03	4834	0	177333	94355	D	2759	 Eukaryota	MHS413
0.00	370	0	5340	1619	D	2157	 Archaea	MHS413
0.02	3478	0	60778	2726	D	10239	 Viruses	MHS413
43.23	1770373	0	72674222	3244585	D	2759	 Eukaryota	MHS412
39.40	1613547	24574	53913373	4063522	D	2	 Bacteria	MHS412
0.02	831	0	16455	3057	D	2157	 Archaea	MHS412
0.02	959	0	23919	3151	D	10239	 Viruses	MHS412
49.42	2094528	0	89549018	3088693	D	2759	 Eukaryota	MHS391
45.21	1916251	3510	91313662	1072006	D	2	 Bacteria	MHS391
0.00	118	0	3380	1303	D	2157	 Archaea	MHS391
0.00	90	0	2660	670	D	10239	 Viruses	MHS391
86.66	4739894	1040	257081167	2844272	D	2	 Bacteria	MHS390
10.90	596209	0	30346553	3067269	D	2759	 Eukaryota	MHS390
0.01	436	0	12815	1823	D	2157	 Archaea	MHS390
0.08	4367	0	185934	6286	D	10239	 Viruses	MHS390
35.73	1818549	0	55542675	3812486	D	2759	 Eukaryota	MHS349
26.62	1355081	6330	60387673	3360652	D	2	 Bacteria	MHS349
0.04	1865	1	23541	2569	D	2157	 Archaea	MHS349
0.01	413	0	7177	2107	D	10239	 Viruses	MHS349
94.14	7323573	3106	374094740	4045586	D	2	 Bacteria	MHS392
2.16	167802	0	8148541	1235598	D	2759	 Eukaryota	MHS392
0.18	14333	0	395927	18981	D	2157	 Archaea	MHS392
0.01	616	0	8563	1633	D	10239	 Viruses	MHS392
16.27	564928	12142	19347468	1150230	D	2	 Bacteria	MHS341
1.58	54991	0	1055368	201091	D	2759	 Eukaryota	MHS341
0.04	1375	1	9885	2286	D	2157	 Archaea	MHS341
0.05	1901	1	25709	2925	D	10239	 Viruses	MHS341
80.21	3369283	7142	151310566	2712579	D	2	 Bacteria	MHS381
1.93	80867	0	1874566	353304	D	2759	 Eukaryota	MHS381
0.01	493	0	5271	1721	D	2157	 Archaea	MHS381
0.01	467	0	9369	1802	D	10239	 Viruses	MHS381
89.96	3665795	3494	173593136	2603127	D	2	 Bacteria	MHS383
0.61	24963	0	373796	87182	D	2759	 Eukaryota	MHS383
0.01	594	0	8256	1669	D	2157	 Archaea	MHS383
0.06	2526	0	51680	2890	D	10239	 Viruses	MHS383
70.36	1621489	2967	65032594	2999288	D	2	 Bacteria	MHS382
3.86	88915	0	2331753	288686	D	2759	 Eukaryota	MHS382
0.02	350	0	3712	1219	D	2157	 Archaea	MHS382
0.05	1114	0	34474	4659	D	10239	 Viruses	MHS382
98.27	6843930	0	342206357	3825765	D	2759	 Eukaryota	MHS350
0.62	43149	352	1849154	683515	D	2	 Bacteria	MHS350
0.00	26	0	2445	776	D	2157	 Archaea	MHS350
0.00	22	0	3312	304	D	10239	 Viruses	MHS350
87.89	3518671	0	159092330	4812195	D	2759	 Eukaryota	MHS394
8.38	335369	918	15009128	1215017	D	2	 Bacteria	MHS394
0.00	117	0	3986	1025	D	2157	 Archaea	MHS394
0.00	163	0	5755	1579	D	10239	 Viruses	MHS394
93.66	4929585	0	226090926	4645658	D	2759	 Eukaryota	MHS393
2.45	128972	874	5000406	1054258	D	2	 Bacteria	MHS393
0.00	162	0	2966	1246	D	2157	 Archaea	MHS393
0.00	101	0	7476	667	D	10239	 Viruses	MHS393
73.68	2284258	0	100463872	4456693	D	2759	 Eukaryota	MHS351
16.97	526106	2817	19893820	1660766	D	2	 Bacteria	MHS351
0.01	193	0	3701	1444	D	2157	 Archaea	MHS351
0.01	161	0	3504	782	D	10239	 Viruses	MHS351
59.37	3462033	0	181468460	4234933	D	2759	 Eukaryota	MHS396
29.80	1737838	6501	55479360	2856668	D	2	 Bacteria	MHS396
0.00	264	0	3361	1380	D	2157	 Archaea	MHS396
0.00	127	0	3272	948	D	10239	 Viruses	MHS396
66.23	6417336	11243	306895730	4067881	D	2	 Bacteria	MHS598
30.33	2939232	0	152200347	4501453	D	2759	 Eukaryota	MHS598
0.00	388	3	6595	1878	D	2157	 Archaea	MHS598
0.02	1469	0	35698	3998	D	10239	 Viruses	MHS598
80.44	4223674	0	175097879	2478804	D	2759	 Eukaryota	MHS380
8.47	444640	5508	12331505	944246	D	2	 Bacteria	MHS380
0.01	369	0	6073	2082	D	2157	 Archaea	MHS380
0.01	405	0	24241	934	D	10239	 Viruses	MHS380
68.93	5316259	1138	274489217	3697990	D	2	 Bacteria	MHS379
28.64	2209145	0	109349179	3256236	D	2759	 Eukaryota	MHS379
0.00	60	0	3836	1516	D	2157	 Archaea	MHS379
0.02	1346	0	58033	5803	D	10239	 Viruses	MHS379
53.75	3773816	0	197316183	5999955	D	2759	 Eukaryota	MHS378
38.64	2713124	3047	134636408	2682450	D	2	 Bacteria	MHS378
0.00	224	1	3789	1344	D	2157	 Archaea	MHS378
0.00	135	0	3915	1418	D	10239	 Viruses	MHS378
48.47	705404	4480	21670884	1342941	D	2	 Bacteria	MHS339
4.18	60856	0	1842188	177119	D	2759	 Eukaryota	MHS339
0.06	827	0	13296	1657	D	2157	 Archaea	MHS339
0.09	1268	0	23710	1696	D	10239	 Viruses	MHS339
45.04	837112	11616	27860423	1059852	D	2	 Bacteria	MHS338
18.88	350888	0	12981806	615495	D	2759	 Eukaryota	MHS338
0.03	479	0	4891	1408	D	2157	 Archaea	MHS338
0.02	432	0	9529	730	D	10239	 Viruses	MHS338
78.05	6590058	0	283528565	3744932	D	2759	 Eukaryota	MHS355
17.41	1470292	8330	62996199	2094886	D	2	 Bacteria	MHS355
0.00	313	0	10797	2247	D	2157	 Archaea	MHS355
0.04	3471	0	61647	1133	D	10239	 Viruses	MHS355
89.24	5571198	10200	272101123	5326991	D	2	 Bacteria	MHS398
1.54	95982	0	3173654	642280	D	2759	 Eukaryota	MHS398
0.01	747	0	16950	2411	D	2157	 Archaea	MHS398
0.01	330	0	6576	1513	D	10239	 Viruses	MHS398
46.42	2495344	2010	126690915	1712985	D	2	 Bacteria	MHS336
43.54	2340491	0	106656813	2453343	D	2759	 Eukaryota	MHS336
0.00	240	0	3376	1174	D	2157	 Archaea	MHS336
0.01	731	0	16034	1550	D	10239	 Viruses	MHS336
61.26	2718587	0	121768707	3688697	D	2759	 Eukaryota	MHS376
