virus_OG	read_count_sum	RPK_sum	virus_eggnog_cat	virus_eggnog_desc	LIBID	feature_class
4QAK6|Virus	427	394.5424002476148	S	N-acetylmuramoyl-L-alanine amidase activity	MHS455	virus_OG
4QAWD|Virus	50	42.34804524939921	S	DNA polymerase type B, organellar and viral	MHS455	virus_OG
4QAXQ|Virus	3	5.376344086021505	S	Ribonucleotide reductase, barrel domain	MHS455	virus_OG
4QBDC|Virus	6	14.084507042253522	S	Pfam:Phage_holin_4_1	MHS455	virus_OG
4QBF8|Virus	1	3.745318352059925	S	Phage tail protein	MHS455	virus_OG
4QBPB|Virus	172	114.09796893667861	S	NA	MHS455	virus_OG
4QCSR|Virus	45	53.19148936170213	S	NA	MHS455	virus_OG
4QDW3|Virus	49	48.46686449060337	S	Phage Connector (GP10)	MHS455	virus_OG
4QEZS|Virus	2	4.47427293064877	S	NA	MHS455	virus_OG
4QGQS|Virus	124	111.26080424019648	S	NA	MHS455	virus_OG
4QH00|Virus	109	91.1056376573618	S	NA	MHS455	virus_OG
