feature	metadata	value	coef	stderr	N	N.not.0	pval	qval	source
COG1722	Ch_RNA	Ch_RNA	-1.12181188166269	0.449091144296669	82	41	0.0155595277520245	0.0955060484591162	bacteria
3P21M	Ch_RNA	Ch_RNA	-0.800188754065592	0.320461176344538	82	12	0.0155778282541509	0.0955060484591162	fungi
COG2508	Ch_RNA	Ch_RNA	1.27715937649215	0.513016697038915	82	60	0.0159542138869297	0.09769841931466139	bacteria
3P5Y4	Ch_RNA	Ch_RNA	-1.08115657525235	0.435348219339551	82	6	0.0159817088106881	0.0977461961111046	fungi
COG0074	Ch_RNA	Ch_RNA	-0.935980064693759	0.376551720882912	82	75	0.0159996177900654	0.0977461961111046	bacteria
3P2CC	Ch_RNA	Ch_RNA	-1.17847606681373	0.478699646561576	82	12	0.0160297436114951	0.09781530168563736	fungi
3NVPI	Ch_RNA	Ch_RNA	0.903544577168367	0.363925994534106	82	36	0.0160713360390834	0.09795413372472989	fungi
3NY9F	Ch_RNA	Ch_RNA	0.990815511713886	0.399342285094365	82	34	0.0161351860401136	0.09822814077582039	fungi
COG0665	Ch_RNA	Ch_RNA	-1.05876744133369	0.426438171487477	82	68	0.0161942519808229	0.09847241643075819	bacteria
COG1820	Ch_RNA	Ch_RNA	1.04418890150723	0.421305485967898	82	67	0.0163319105230947	0.099193461226132415	bacteria
3NYDK	Ch_RNA	Ch_RNA	0.701754966526726	0.283654194256866	82	8	0.0164969529636862	0.10007894802590962	fungi
COG2009	Ch_RNA	Ch_RNA	1.4248028588747	0.577409148084464	82	26	0.0167181685204678	0.10130274841248495	bacteria
3NVBS	Ch_RNA	Ch_RNA	-0.85095877323541	0.344945327159701	82	5	0.0168123810870152	0.10172862206494546	fungi
3NUFA	Ch_RNA	Ch_RNA	-0.754297300507007	0.308805418627118	82	56	0.0168421950396924	0.10172862206494546	fungi
3Q3TI	Ch_RNA	Ch_RNA	1.04336425709291	0.423767075475654	82	8	0.0168491000723604	0.10172862206494546	fungi
3NY46	Ch_RNA	Ch_RNA	0.979067510920377	0.397783556836537	82	18	0.0168752063625029	0.10172862206494546	fungi
COG2409	Ch_RNA	Ch_RNA	-1.09118191881365	0.442566128026958	82	73	0.0168862859861604	0.10172862206494546	bacteria
3NXJN	Ch_RNA	Ch_RNA	0.787204858271655	0.319980217797175	82	28	0.016965702448253	0.10208875813480016	fungi
3P24Y	Ch_RNA	Ch_RNA	-0.856125686824322	0.348042263426904	82	25	0.0171477518713815	0.10306492714371379	fungi
COG0176	Ch_RNA	Ch_RNA	-0.980114901238845	0.398565241589577	82	70	0.0171718885158948	0.10309081800708667	bacteria
3P8ZD	Ch_RNA	Ch_RNA	1.0800715703902	0.43960436569815	82	34	0.017303120905857	0.10369234318641815	fungi
COG4978	Ch_RNA	Ch_RNA	1.11822108721742	0.455389969803221	82	54	0.017311974203849	0.10369234318641815	bacteria
33A8R	Ch_RNA	Ch_RNA	1.20149067332259	0.489770699473453	82	59	0.0175276134337247	0.1048631326144243	bacteria
3P6VC	Ch_RNA	Ch_RNA	1.17048144561515	0.482539427025407	82	7	0.0175903640153457	0.10511758909860035	fungi
COG3949	Ch_RNA	Ch_RNA	1.38958114377765	0.567990224078529	82	50	0.0176769039070682	0.1055134597162429	bacteria
COG2986	Ch_RNA	Ch_RNA	1.12773781143304	0.462334326167028	82	55	0.0180080823635683	0.10736699565159585	bacteria
3NUSV	Ch_RNA	Ch_RNA	-0.944384721231893	0.387467186842784	82	38	0.0180321134380544	0.10738712229604219	fungi
COG0604	Ch_RNA	Ch_RNA	-0.693225029292251	0.284444954084456	82	82	0.0180892567253942	0.10760417129899823	bacteria
COG2116	Ch_RNA	Ch_RNA	1.3471638401484	0.55287900931841	82	33	0.0181448292982957	0.10768831908885769	bacteria
3NWH9	Ch_RNA	Ch_RNA	-1.01177335437617	0.415171713745098	82	37	0.0181410343345123	0.10768831908885769	fungi
COG1637	Ch_RNA	Ch_RNA	1.19362501617702	0.490528120738593	82	57	0.0182043546443842	0.10787138387258222	bacteria
COG0131	Ch_RNA	Ch_RNA	0.991422080249232	0.406925950506534	82	59	0.0182171715791743	0.10787138387258222	bacteria
COG3961	Ch_RNA	Ch_RNA	1.24318896873799	0.511370056189637	82	28	0.01827945660432	0.10811705902828178	bacteria
3NU5A	Ch_RNA	Ch_RNA	-1.01752614760181	0.418583779109218	82	10	0.0183429261669649	0.10828257353414733	fungi
COG1199	Ch_RNA	Ch_RNA	1.2661818536851	0.520690302055091	82	67	0.0183673599536233	0.10828257353414733	bacteria
COG0765	Ch_RNA	Ch_RNA	-1.16924563723558	0.481075323379105	82	63	0.0183729721297261	0.10828257353414733	bacteria
3P0NT	Ch_RNA	Ch_RNA	-0.906123868790578	0.371483204996599	82	38	0.0183907789658264	0.10828257353414733	fungi
3P11Z	Ch_RNA	Ch_RNA	-1.15032378649865	0.472833642981441	82	21	0.0184115781889183	0.10828257353414733	fungi
3P342	Ch_RNA	Ch_RNA	-0.795845424722255	0.327967387987459	82	21	0.0184523370199803	0.1083996612055114	fungi
COG1366	Ch_RNA	Ch_RNA	1.30442172776635	0.537467613059256	82	24	0.0184836268944031	0.1084295303336613	bacteria
3NUYE	Ch_RNA	Ch_RNA	0.951382008030536	0.391344770566867	82	10	0.0184991331806035	0.1084295303336613	fungi
3NY7B	Ch_RNA	Ch_RNA	-1.245791376546	0.51209013535278	82	8	0.0185558209038761	0.10863931630546379	fungi
COG0346	Ch_RNA	Ch_RNA	-0.803994625164336	0.331406024003756	82	78	0.0185767364446934	0.10863942944427557	bacteria
2Z980	Ch_RNA	Ch_RNA	0.98473917436887	0.409766089568744	82	8	0.0186285385441241	0.10880776806504212	bacteria
3P1SA	Ch_RNA	Ch_RNA	-0.782061694414677	0.322430655087786	82	9	0.0186491994149113	0.10880776806504212	fungi
32ZZ6	Ch_RNA	Ch_RNA	0.939792527724086	0.387377405507379	82	50	0.0186683071963873	0.10880776806504212	bacteria
3NW66	Ch_RNA	Ch_RNA	-0.806580015666424	0.332619528068162	82	5	0.0187197194458088	0.10898524232783868	fungi
COG0605	Ch_RNA	Ch_RNA	-0.709276970583417	0.292814569424206	82	81	0.0187779952743977	0.10903546949206551	bacteria
COG0578	Ch_RNA	Ch_RNA	-0.83572412667855	0.345017816087826	82	80	0.0187840997976522	0.10903546949206551	bacteria
COG0494	Ch_RNA	Ch_RNA	-0.973641178573703	0.401890307143458	82	74	0.018791564245231	0.10903546949206551	bacteria
COG0079	Ch_RNA	Ch_RNA	1.12673319462698	0.465033983640871	82	68	0.0188122362251169	0.10903546949206551	bacteria
COG1446	Ch_RNA	Ch_RNA	1.02901866799421	0.425237041371053	82	52	0.0189756530317406	0.10986015602674763	bacteria
3NV5Y	Ch_RNA	Ch_RNA	-0.993778110001897	0.410853588527335	82	53	0.0190378457086889	0.11009761939874704	fungi
3NUPG	Ch_RNA	Ch_RNA	-0.95325774523597	0.39479139890087	82	7	0.0191021809925412	0.11034693220024631	fungi
3P8GP	Ch_RNA	Ch_RNA	-0.752473440246431	0.311502589682184	82	17	0.0191406982803793	0.11044671516059044	fungi
COG1205	Ch_RNA	Ch_RNA	1.31444353911486	0.54450196242654	82	70	0.0192057831340819	0.1106994085522082	bacteria
COG3004	Ch_RNA	Ch_RNA	1.14931039003786	0.476367104409441	82	69	0.0193072128419328	0.11116079686069615	bacteria
3NVNN	Ch_RNA	Ch_RNA	-1.01661405840655	0.422345193847718	82	37	0.0193907439162186	0.11151822745621737	fungi
3Q4ND	Ch_RNA	Ch_RNA	-1.02644359653956	0.426041806219265	82	27	0.0194419348653932	0.11168908217146878	fungi
3NWXD	Ch_RNA	Ch_RNA	1.02173207183429	0.424346156048604	82	19	0.0194979766463	0.11188739578820497	fungi
3NXCB	Ch_RNA	Ch_RNA	-0.867951637923817	0.361393328934586	82	24	0.0197158209379962	0.11301273765892199	fungi
3P783	Ch_RNA	Ch_RNA	-1.03223000656986	0.42837464416164	82	34	0.0197511793697538	0.1130233881912392	fungi
COG0233	Ch_RNA	Ch_RNA	-0.898301648496959	0.373900937758679	82	73	0.019761157889178	0.1130233881912392	bacteria
COG3641	Ch_RNA	Ch_RNA	1.46525657983826	0.610690079996164	82	25	0.0198633357641378	0.11335837830708279	bacteria
3P6P3	Ch_RNA	Ch_RNA	-0.95261692644565	0.3973943306907	82	10	0.0198623816929773	0.11335837830708279	fungi
3NW37	Ch_RNA	Ch_RNA	-0.862777538593999	0.35959449031156	82	14	0.0199366716964613	0.11363715158206647	fungi
COG1830	Ch_RNA	Ch_RNA	1.08521111346733	0.452367176610806	82	49	0.019955899094908	0.11363715158206647	bacteria
3P4Z5	Ch_RNA	Ch_RNA	-1.19332716955617	0.498081647415724	82	36	0.0200235774981904	0.11368194948097866	fungi
COG3568	Ch_RNA	Ch_RNA	1.41116805508533	0.589180239768769	82	32	0.0200351146468773	0.11368194948097866	bacteria
COG1875	Ch_RNA	Ch_RNA	1.02572771007852	0.428123634104656	82	65	0.0200482223475111	0.11368194948097866	bacteria
3NV4E	Ch_RNA	Ch_RNA	1.18003399734051	0.493005283147523	82	30	0.02005123055858	0.11368194948097866	fungi
3NU73	Ch_RNA	Ch_RNA	-1.00262344490902	0.419200494071406	82	38	0.0202065389655614	0.11431316222193005	fungi
3P85H	Ch_RNA	Ch_RNA	-0.99336832879891	0.41418664490379	82	38	0.0202020522324191	0.11431316222193005	fungi
3NXUB	Ch_RNA	Ch_RNA	-1.02344152049373	0.432080585228247	82	7	0.0203289304820003	0.11470634403809721	fungi
3NYEI	Ch_RNA	Ch_RNA	-1.04792304318035	0.437836409365397	82	24	0.0203254573412239	0.11470634403809721	fungi
3NXER	Ch_RNA	Ch_RNA	-0.764226283621394	0.319828385405266	82	33	0.020342229121586	0.11470634403809721	fungi
3P117	Ch_RNA	Ch_RNA	-0.868565433749056	0.363694221307592	82	4	0.0203995165600284	0.11484792460524444	fungi
3P12C	Ch_RNA	Ch_RNA	-1.02728691978376	0.42984554697923	82	5	0.0204287302825895	0.11484792460524444	fungi
COG0179	Ch_RNA	Ch_RNA	-1.11596943731761	0.467073510515794	82	69	0.0204336084362091	0.11484792460524444	bacteria
COG4988	Ch_RNA	Ch_RNA	1.11045283387727	0.465022999132983	82	58	0.0204888435845225	0.1150340148984152	bacteria
COG1566	Ch_RNA	Ch_RNA	1.35223766690947	0.566701269709159	82	42	0.0205251325518243	0.11511344567091104	bacteria
COG2609	Ch_RNA	Ch_RNA	-1.00460106348634	0.421088714425994	82	72	0.0206138101674683	0.11535778170750108	bacteria
COG4581	Ch_RNA	Ch_RNA	1.24983363047221	0.523984728323784	82	70	0.0206338120359935	0.11535778170750108	bacteria
COG4856	Ch_RNA	Ch_RNA	1.41611678001121	0.594126216746503	82	23	0.0206352638945905	0.11535778170750108	bacteria
3NYI5	Ch_RNA	Ch_RNA	-1.13264341074157	0.47560367628263	82	18	0.0206820523704132	0.11549515604057811	fungi
COG2267	Ch_RNA	Ch_RNA	-0.672246861187564	0.28220218475731	82	82	0.0207206540192084	0.11558656678740824	bacteria
3NXSF	Ch_RNA	Ch_RNA	-0.968010994402528	0.406859511842466	82	4	0.0208384362704769	0.11611900339786646	fungi
3NW2J	Ch_RNA	Ch_RNA	-1.0430712415869	0.438763869740158	82	35	0.0209219529996476	0.1164595649305866	fungi
COG1408	Ch_RNA	Ch_RNA	1.19772151451436	0.503734017912833	82	58	0.0210166648512115	0.11679524518588033	bacteria
3P0G9	Ch_RNA	Ch_RNA	-0.933352184850784	0.393026911151004	82	5	0.0210271878234245	0.11679524518588033	fungi
COG3311	Ch_RNA	Ch_RNA	-1.24861503959583	0.526515929820801	82	42	0.021213556556237	0.11770467506496922	bacteria
COG3942	Ch_RNA	Ch_RNA	1.31374966527219	0.555092145493946	82	55	0.0214854013099988	0.11897236711074136	bacteria
3NV9Z	Ch_RNA	Ch_RNA	-1.00819787423293	0.426282359503052	82	9	0.0214877962525459	0.11897236711074136	fungi
COG0137	Ch_RNA	Ch_RNA	0.865009906867464	0.365490719727539	82	70	0.0215198761051517	0.11899758443328314	bacteria
32Y38	Ch_RNA	Ch_RNA	1.09545579790495	0.462872885427297	82	53	0.0215381278999268	0.11899758443328314	bacteria
COG0839	Ch_RNA	Ch_RNA	1.21630604323883	0.513678678138893	82	59	0.0215962780217525	0.11919219685253847	bacteria
COG1816	Ch_RNA	Ch_RNA	1.1957804249988	0.505725462859741	82	60	0.0216503335896989	0.11935270281435109	bacteria
3NYGG	Ch_RNA	Ch_RNA	-0.637907549388969	0.269528868424218	82	71	0.0216714548143422	0.11935270281435109	fungi
3NW46	Ch_RNA	Ch_RNA	-1.00155418515162	0.424314626845243	82	28	0.0216942304596195	0.11935270281435109	fungi
COG1884	Ch_RNA	Ch_RNA	1.08800463181971	0.460477172773746	82	72	0.0218002168998708	0.1198090144423132	bacteria
3NW9T	Ch_RNA	Ch_RNA	-0.7291099409467	0.309113358397634	82	9	0.0218495974533627	0.11995359784586344	fungi
3P4P6	Ch_RNA	Ch_RNA	-1.08198368827929	0.458374173033241	82	9	0.0218727365886382	0.11995396363325951	fungi
3P130	Ch_RNA	Ch_RNA	-1.03919818136829	0.439367679016283	82	8	0.0219273882953368	0.12012696706791993	fungi
3P4M7	Ch_RNA	Ch_RNA	-0.854748335664469	0.362938794826642	82	13	0.02201879013968	0.12038370229146693	fungi
COG1117	Ch_RNA	Ch_RNA	-0.922984786578105	0.391384506191762	82	71	0.022029390659737	0.12038370229146693	bacteria
COG0667	Ch_RNA	Ch_RNA	-0.807851612563635	0.34265594811586	82	80	0.0220437169804725	0.12038370229146693	bacteria
COG1399	Ch_RNA	Ch_RNA	-0.69858653993095	0.296515525492998	82	77	0.0220793667420054	0.12045186536378394	bacteria
COG0035	Ch_RNA	Ch_RNA	-0.997907909756398	0.423853032345878	82	66	0.0221526652329095	0.12072505927242819	bacteria
COG0405	Ch_RNA	Ch_RNA	1.3965297395241	0.593281601613575	82	44	0.0222359812472348	0.1210522162349463	bacteria
COG1070	Ch_RNA	Ch_RNA	1.58191747784398	0.672856988837006	82	47	0.0222954809183173	0.12124916871792013	bacteria
COG1104	Ch_RNA	Ch_RNA	1.09798236450155	0.467242941855743	82	70	0.0224644783890427	0.121818471045382	bacteria
COG3669	Ch_RNA	Ch_RNA	0.962545641243953	0.409414004346797	82	49	0.022470458498273	0.121818471045382	bacteria
3NUA7	Ch_RNA	Ch_RNA	-0.816187779498322	0.347757668521709	82	37	0.0224541022816796	0.121818471045382	fungi
COG1235	Ch_RNA	Ch_RNA	1.54873554518941	0.659674417338521	82	26	0.0225297240083453	0.12201253658269504	bacteria
3NYA6	Ch_RNA	Ch_RNA	-0.79750859303363	0.340505578932178	82	5	0.0226447323199135	0.12245762854875662	fungi
3NWNR	Ch_RNA	Ch_RNA	-0.875010914855327	0.373154427112089	82	14	0.0226590187851325	0.12245762854875662	fungi
COG2203	Ch_RNA	Ch_RNA	1.41039524829953	0.60153469016494	82	27	0.0227516802821643	0.12283072252022034	bacteria
3NYW2	Ch_RNA	Ch_RNA	-0.819549068094351	0.349874569444453	82	14	0.0229265420718644	0.12354019287391345	fungi
3P1IX	Ch_RNA	Ch_RNA	-0.860932108941259	0.367695332349268	82	15	0.0229373753965053	0.12354019287391345	fungi
3NU15	Ch_RNA	Ch_RNA	-1.011360747324	0.432570427729875	82	15	0.0229781432023609	0.12354019287391345	fungi
3NXR6	Ch_RNA	Ch_RNA	-0.918196386600638	0.392151828148233	82	10	0.0229710156978411	0.12354019287391345	fungi
COG0085	Ch_RNA	Ch_RNA	-0.740695777858888	0.316667979321004	82	82	0.0230285499230975	0.12355141698446871	bacteria
3P6U7	Ch_RNA	Ch_RNA	-0.803462588778969	0.343948664989053	82	5	0.0230414551042723	0.12355141698446871	fungi
COG0054	Ch_RNA	Ch_RNA	-0.898654995453616	0.384377126791926	82	60	0.0230717685580576	0.12355141698446871	bacteria
3NUCF	Ch_RNA	Ch_RNA	0.965491280467134	0.413228418630393	82	48	0.0230844843884699	0.12355141698446871	fungi
32SNH	Ch_RNA	Ch_RNA	1.05903221293678	0.452949111592978	82	55	0.0230990531465481	0.12355141698446871	bacteria
3NYIP	Ch_RNA	Ch_RNA	-1.0951657320478	0.468705558904989	82	8	0.0231786215671913	0.12384959252603041	fungi
3NX8D	Ch_RNA	Ch_RNA	-0.931390374862894	0.399347360868744	82	4	0.02329063849088	0.12432035884402991	fungi
3P1R2	Ch_RNA	Ch_RNA	-0.864493438939821	0.371486652193371	82	40	0.0234777220940489	0.12509180102540401	fungi
3P7AI	Ch_RNA	Ch_RNA	-0.773268580760831	0.331586931260759	82	10	0.0234832848241574	0.12509180102540401	fungi
COG0105	Ch_RNA	Ch_RNA	-0.905122690255571	0.38843483834514	82	71	0.0235171073817688	0.12514374746961718	bacteria
COG1136	Ch_RNA	Ch_RNA	-0.673683856333635	0.289385868669205	82	81	0.0236685219700974	0.1257305170733755	bacteria
3P73U	Ch_RNA	Ch_RNA	-0.946313736253674	0.40654284991038	82	3	0.0236757407606914	0.1257305170733755	fungi
2ZK5V	Ch_RNA	Ch_RNA	0.869574871175023	0.37333435231944	82	41	0.0237244314050486	0.1258605294641303	bacteria
COG0281	Ch_RNA	Ch_RNA	1.05253028885698	0.452157951553114	82	72	0.0237501298290915	0.12586842505753995	bacteria
3NVMG	Ch_RNA	Ch_RNA	-0.766122455133406	0.329365223719448	82	26	0.0237834054161701	0.12591642032450953	fungi
3NW19	Ch_RNA	Ch_RNA	0.957859451898826	0.412922475318923	82	12	0.023900930286385	0.12640990494294568	fungi
3P6XA	Ch_RNA	Ch_RNA	0.945436785636821	0.407032347695965	82	5	0.0239620133080912	0.12658101197848576	fungi
COG0725	Ch_RNA	Ch_RNA	0.995670065782252	0.428637846121236	82	59	0.0239819766875954	0.12658101197848576	bacteria
3P3ZS	Ch_RNA	Ch_RNA	-0.860747715337114	0.371007142694102	82	6	0.0240098765297976	0.12659974450143785	fungi
3P25J	Ch_RNA	Ch_RNA	-0.722719551749251	0.311659290124453	82	8	0.0242815899519466	0.1279027215401929	fungi
3P6N1	Ch_RNA	Ch_RNA	-0.927857361259625	0.404043285898332	82	35	0.0243357944356025	0.12805849723754797	fungi
COG4223	Ch_RNA	Ch_RNA	1.40240592620286	0.605709598109566	82	44	0.0243817123059687	0.12816311426162508	bacteria
3NU6G	Ch_RNA	Ch_RNA	-0.878160152183621	0.379429232060936	82	14	0.0244062092018182	0.12816311426162508	fungi
COG1393	Ch_RNA	Ch_RNA	1.00247439660928	0.433120885932743	82	46	0.0244296299737008	0.12816311426162508	bacteria
3P5HM	Ch_RNA	Ch_RNA	-0.856560957369543	0.369994432955842	82	35	0.0245056245438385	0.1284321996002181	fungi
3NVP5	Ch_RNA	Ch_RNA	0.973493879517871	0.420590214543694	82	8	0.0246020426078531	0.12871922946261888	fungi
3NYH0	Ch_RNA	Ch_RNA	0.915445400968581	0.396464964763355	82	28	0.024609908460443	0.12871922946261888	fungi
3NW1Y	Ch_RNA	Ch_RNA	-1.12636383142055	0.487264222476778	82	29	0.0246416895883835	0.12875592378895057	fungi
3NWST	Ch_RNA	Ch_RNA	0.962638339151574	0.417411248597673	82	66	0.0247893908519577	0.12939763357362258	fungi
3P540	Ch_RNA	Ch_RNA	-0.683010885385243	0.295754829273617	82	14	0.0248285296465179	0.12947194145661642	fungi
3P1QY	Ch_RNA	Ch_RNA	-0.742980410680253	0.322024108061099	82	8	0.0248958869449154	0.1296931024314781	fungi
3NU7N	Ch_RNA	Ch_RNA	-0.948037093937048	0.411697810469312	82	5	0.0250716053740339	0.13042271994902124	fungi
3PKYM	Ch_RNA	Ch_RNA	-0.98078672160466	0.42585885865931	82	10	0.0250861165510716	0.13042271994902124	fungi
3NW7H	Ch_RNA	Ch_RNA	0.965139644444936	0.419385901077036	82	62	0.0251256065938411	0.1304266627091483	fungi
32W9Y	Ch_RNA	Ch_RNA	1.30152062513773	0.564673433616564	82	67	0.0251748024440139	0.1304266627091483	bacteria
COG0391	Ch_RNA	Ch_RNA	1.05571263369721	0.458520157987117	82	58	0.0252123092946132	0.1304266627091483	bacteria
COG3511	Ch_RNA	Ch_RNA	1.15423314610975	0.501368581588513	82	67	0.0252041588678568	0.1304266627091483	bacteria
3NYRK	Ch_RNA	Ch_RNA	1.17342330890751	0.509909806793293	82	51	0.0252111376185552	0.1304266627091483	fungi
COG0720	Ch_RNA	Ch_RNA	1.20784016996467	0.524928856561785	82	21	0.0252423541232595	0.13045228537457867	bacteria
COG0648	Ch_RNA	Ch_RNA	1.03447995515336	0.449981796204815	82	60	0.0253946187395765	0.13097879248716093	bacteria
COG1053	Ch_RNA	Ch_RNA	-0.816993462763667	0.355305303230058	82	77	0.0253925892638092	0.13097879248716093	bacteria
3NU3V	Ch_RNA	Ch_RNA	0.937798812974905	0.408487593529577	82	64	0.0254468220571338	0.1311179661794238	fungi
3NX4Z	Ch_RNA	Ch_RNA	0.962517873461317	0.419885487742422	82	27	0.0255858715022222	0.13167153563500547	fungi
3NU38	Ch_RNA	Ch_RNA	0.818847113541405	0.356512468981228	82	19	0.0256049091223294	0.13167153563500547	fungi
COG2038	Ch_RNA	Ch_RNA	1.08439128083258	0.472353268717979	82	58	0.0256846884929363	0.13195128011341486	bacteria
3NU56	Ch_RNA	Ch_RNA	-0.934012899609966	0.407460614900296	82	24	0.0257341626337785	0.13207493734749695	fungi
3NV86	Ch_RNA	Ch_RNA	0.970785707340563	0.424032841649007	82	48	0.0258050889015017	0.13227749547684692	fungi
COG0728	Ch_RNA	Ch_RNA	1.18513049690518	0.516874628498271	82	61	0.0258245158509328	0.13227749547684692	bacteria
3P5T1	Ch_RNA	Ch_RNA	-0.836900632332882	0.365314659125695	82	15	0.0258658886398874	0.13235901086493562	fungi
32ZDA	Ch_RNA	Ch_RNA	0.936838833899889	0.409014232241525	82	54	0.0259728439369437	0.13277562991953815	bacteria
COG0448	Ch_RNA	Ch_RNA	-1.18872490754938	0.519336236015361	82	61	0.0260378573637495	0.13297723028893288	bacteria
COG1643	Ch_RNA	Ch_RNA	1.32492282453573	0.57879637218037	82	67	0.0260672763063128	0.13299682975124655	bacteria
3NY7X	Ch_RNA	Ch_RNA	1.16780738935886	0.510052503524661	82	18	0.0261111841598738	0.13309024161488617	fungi
COG0484	Ch_RNA	Ch_RNA	-0.688497895105256	0.301216339837173	82	82	0.0261755694987185	0.13328774321629527	bacteria
3NU3H	Ch_RNA	Ch_RNA	-0.854784719216648	0.374061040434281	82	11	0.0263759179442354	0.1341765140822699	fungi
3NUQM	Ch_RNA	Ch_RNA	-0.572311577435649	0.25132487207712	82	59	0.0267337576117686	0.13573125568709468	fungi
3NVB7	Ch_RNA	Ch_RNA	1.06015615945992	0.465622281173701	82	20	0.0267284913193742	0.13573125568709468	fungi
COG1966	Ch_RNA	Ch_RNA	1.02544852987516	0.45033505982195	82	61	0.026831499557358	0.13609460116946753	bacteria
3P8IR	Ch_RNA	Ch_RNA	-0.787324007882534	0.346176644843046	82	19	0.0269688831301106	0.1363855661832413	fungi
3NZBV	Ch_RNA	Ch_RNA	-0.842050432049715	0.370911528003102	82	4	0.0269929705102361	0.1363855661832413	fungi
3NW70	Ch_RNA	Ch_RNA	-0.877254368100901	0.385874722873387	82	16	0.0270140417218308	0.1363855661832413	fungi
3P7XJ	Ch_RNA	Ch_RNA	-0.966842966040435	0.42492581675583	82	13	0.0270443294930969	0.1363855661832413	fungi
COG4309	Ch_RNA	Ch_RNA	0.91680708799077	0.403353694657072	82	52	0.0270773844177711	0.1363855661832413	bacteria
COG3775	Ch_RNA	Ch_RNA	-1.25537935127465	0.553019428271729	82	49	0.0271644219162159	0.1363855661832413	bacteria
3P215	Ch_RNA	Ch_RNA	-0.860481683202769	0.382207974798866	82	24	0.0271781015224313	0.1363855661832413	fungi
COG0385	Ch_RNA	Ch_RNA	1.09967476051396	0.484700810389864	82	62	0.0272028213626748	0.1363855661832413	bacteria
COG2391	Ch_RNA	Ch_RNA	1.35581359089227	0.597485594980476	82	38	0.0272006731129814	0.1363855661832413	bacteria
3NVDN	Ch_RNA	Ch_RNA	-0.850867985388566	0.373799216449453	82	41	0.0271858372919146	0.1363855661832413	fungi
3NVW7	Ch_RNA	Ch_RNA	0.834775038089277	0.36782287802829	82	42	0.0272055138702825	0.1363855661832413	fungi
3NXIQ	Ch_RNA	Ch_RNA	-0.680799651869291	0.299879106863055	82	8	0.0272083232188311	0.1363855661832413	fungi
3P5AC	Ch_RNA	Ch_RNA	-0.887384702368324	0.390762932719697	82	11	0.02726475741068	0.1363855661832413	fungi
COG1314	Ch_RNA	Ch_RNA	-0.680073322001409	0.2998318930509	82	59	0.0273094734927004	0.1363855661832413	bacteria
COG2723	Ch_RNA	Ch_RNA	1.21981428599576	0.537647339419005	82	60	0.0273069537421335	0.1363855661832413	bacteria
COG4948	Ch_RNA	Ch_RNA	0.988944766038459	0.436071405144986	82	66	0.027327728961978	0.1363855661832413	bacteria
COG0611	Ch_RNA	Ch_RNA	1.06263207003193	0.468449928426045	82	62	0.0273348259209343	0.1363855661832413	bacteria
COG1457	Ch_RNA	Ch_RNA	1.03378885880113	0.455659272575982	82	58	0.0273859576595537	0.13643359175029787	bacteria
3NTZ9	Ch_RNA	Ch_RNA	0.860878875681217	0.379827666652966	82	23	0.0273969359083114	0.13643359175029787	fungi
3NVA4	Ch_RNA	Ch_RNA	-0.808316199527112	0.356999558413128	82	18	0.0275818646843056	0.13722307607053091	fungi
COG1030	Ch_RNA	Ch_RNA	1.30433414214656	0.576515295003805	82	18	0.0276352148929885	0.13735705757996866	bacteria
3NXBZ	Ch_RNA	Ch_RNA	-0.887975475911426	0.3928427269718	82	20	0.0277379905482304	0.13773621094579738	fungi
COG4842	Ch_RNA	Ch_RNA	-1.46637351987703	0.649693058258103	82	38	0.0279373976444711	0.13856422120942644	bacteria
COG3293	Ch_RNA	Ch_RNA	-1.37441032077691	0.608901996401277	82	55	0.027958043479263	0.13856422120942644	bacteria
3NVUP	Ch_RNA	Ch_RNA	0.828529388472125	0.367333301667259	82	30	0.0281011685736743	0.1387570015821914	fungi
3NXI0	Ch_RNA	Ch_RNA	-0.876308964312007	0.388681167147815	82	11	0.0281034048316413	0.1387570015821914	fungi
COG0825	Ch_RNA	Ch_RNA	1.36433214941326	0.604882496892465	82	36	0.028116020347112	0.1387570015821914	bacteria
COG0149	Ch_RNA	Ch_RNA	-0.665285443010278	0.29488000772827	82	78	0.0281276232120019	0.1387570015821914	bacteria
3P3VM	Ch_RNA	Ch_RNA	-0.737393003838876	0.327245629586864	82	9	0.0281303865488805	0.1387570015821914	fungi
3NX80	Ch_RNA	Ch_RNA	-0.555007485204737	0.245579289353145	82	75	0.0281672524541565	0.13880715214138353	fungi
COG0021	Ch_RNA	Ch_RNA	-1.0070814424696	0.446572639357624	82	76	0.0282245193801655	0.13895764797109889	bacteria
COG3383	Ch_RNA	Ch_RNA	1.74041803388952	0.772635771754447	82	35	0.0282576292629058	0.13898903929786874	bacteria
COG0618	Ch_RNA	Ch_RNA	1.34222483538734	0.595757635956343	82	31	0.0283055047710726	0.13909292939962803	bacteria
3NVEV	Ch_RNA	Ch_RNA	-0.900540178621759	0.400190781058383	82	8	0.0284074393946108	0.1394192094772071	fungi
3NVGT	Ch_RNA	Ch_RNA	-0.818017337973768	0.363300308714965	82	20	0.0284255360734448	0.1394192094772071	fungi
COG1923	Ch_RNA	Ch_RNA	1.03245678434394	0.459105977454205	82	22	0.028575182881323	0.1399198056440553	bacteria
3NXCF	Ch_RNA	Ch_RNA	-0.771740665559403	0.343073560652403	82	4	0.028581425965375402	0.1399198056440553	fungi
