feature	metadata	value	coef	stderr	N	N.not.0	pval	qval	source
3NU8C	Ch_RNA	Ch_RNA	-0.327359830059647	0.367670717381664	82	39	0.377021946454262	0.6452064185700159	fungi
3NU9D	Ch_RNA	Ch_RNA	-0.389758524682836	0.437942303097299	82	62	0.377271877526769	0.6453829420082219	fungi
3NVGE	Ch_RNA	Ch_RNA	0.332873286808832	0.374078919991575	82	29	0.377373368668012	0.6453829420082219	fungi
COG1239	Ch_RNA	Ch_RNA	0.434171747529332	0.488003766411342	82	54	0.377581657378931	0.645526812467301	bacteria
3NYKZ	Ch_RNA	Ch_RNA	0.365506021064414	0.411599997886007	82	9	0.378264096742784	0.6464809464055667	fungi
3PMA2	Ch_RNA	Ch_RNA	-0.324827630597826	0.365889851901285	82	5	0.37869060482531	0.6466916905714555	fungi
3NUSE	Ch_RNA	Ch_RNA	-0.335574818525734	0.378271347787768	82	34	0.378788435492148	0.6466916905714555	fungi
3NXQD	Ch_RNA	Ch_RNA	0.353359624630903	0.398007168363486	82	15	0.378841505395453	0.6466916905714555	fungi
3P1PJ	Ch_RNA	Ch_RNA	0.39070836829798	0.440286023710977	82	20	0.378925390709053	0.6466916905714555	fungi
2ZRSZ	Ch_RNA	Ch_RNA	-0.346383663510442	0.390599896055315	82	17	0.379133295211864	0.6466916905714555	bacteria
COG4799	Ch_RNA	Ch_RNA	-0.323687858921746	0.365065270595055	82	76	0.379232679221907	0.6466916905714555	bacteria
3P3GF	Ch_RNA	Ch_RNA	0.375546274904231	0.423605797798733	82	25	0.379258119744637	0.6466916905714555	fungi
3P724	Ch_RNA	Ch_RNA	0.283589228661113	0.320281278347737	82	4	0.379748780892749	0.6473019469375985	fungi
3NU57	Ch_RNA	Ch_RNA	0.429575865186266	0.4854055332322	82	52	0.379865020216698	0.6473019469375985	fungi
3P6KA	Ch_RNA	Ch_RNA	-0.334450632527883	0.377832304168186	82	21	0.380007760438313	0.6473330099996034	fungi
COG0303	Ch_RNA	Ch_RNA	-0.288330627324961	0.326399404987005	82	78	0.380919324289476	0.648226206471073	bacteria
3NWA9	Ch_RNA	Ch_RNA	-0.387902250055788	0.439205676706595	82	28	0.380939894571837	0.648226206471073	fungi
3NU9J	Ch_RNA	Ch_RNA	-0.339046591154997	0.383997669625352	82	28	0.38104497775815	0.648226206471073	fungi
3P5HV	Ch_RNA	Ch_RNA	-0.328154108642001	0.371766763690788	82	12	0.381404878937298	0.648226206471073	fungi
3NWZ0	Ch_RNA	Ch_RNA	-0.350655248904674	0.397337377991203	82	26	0.381309804810748	0.648226206471073	fungi
3P0T6	Ch_RNA	Ch_RNA	0.390086755590375	0.441916422604517	82	12	0.381294565367561	0.648226206471073	fungi
3Q554	Ch_RNA	Ch_RNA	-0.350086835683892	0.396652118400994	82	10	0.381376986601287	0.648226206471073	fungi
3NVTE	Ch_RNA	Ch_RNA	-0.354832019511594	0.402411582863551	82	29	0.381666980356337	0.6482503515878738	fungi
3P06U	Ch_RNA	Ch_RNA	-0.22029209594187	0.249761017604709	82	7	0.381668460513653	0.6482503515878738	fungi
COG1024	Ch_RNA	Ch_RNA	-0.311599983312865	0.353734611088576	82	77	0.382241067917305	0.6488597442186427	bacteria
3NVRK	Ch_RNA	Ch_RNA	0.350309190816709	0.397792767337806	82	61	0.38227686026961	0.6488597442186427	fungi
3P4GF	Ch_RNA	Ch_RNA	0.288310244338442	0.327451584011776	82	8	0.382593022838025	0.6491844405139987	fungi
3NU9X	Ch_RNA	Ch_RNA	0.359786510008465	0.40903389202006	82	31	0.382949454520335	0.6494173823867889	fungi
COG0637	Ch_RNA	Ch_RNA	0.464801771000309	0.528734964991568	82	69	0.383251169055961	0.6494173823867889	bacteria
COG1075	Ch_RNA	Ch_RNA	-0.297037195800529	0.337977450365369	82	77	0.383334827098062	0.6494173823867889	bacteria
3NYMB	Ch_RNA	Ch_RNA	0.299273208586738	0.340416172659667	82	39	0.383277201482442	0.6494173823867889	fungi
3NWI7	Ch_RNA	Ch_RNA	-0.36314805632838	0.413359868180115	82	9	0.383354865655906	0.6494173823867889	fungi
3NXAX	Ch_RNA	Ch_RNA	-0.326964728764715	0.372292251976477	82	31	0.383601116474168	0.6495140596843547	fungi
COG0623	Ch_RNA	Ch_RNA	-0.432316990295169	0.492257401101294	82	66	0.383684853944614	0.6495140596843547	bacteria
3NWCF	Ch_RNA	Ch_RNA	0.397480430638947	0.452848409744508	82	14	0.383821600403281	0.6495140596843547	fungi
3PUJR	Ch_RNA	Ch_RNA	-0.402228590437963	0.458546916711887	82	69	0.384213703377608	0.6495140596843547	fungi
3P975	Ch_RNA	Ch_RNA	0.408357201022308	0.465430234260765	82	26	0.384275445680734	0.6495140596843547	fungi
3PKM6	Ch_RNA	Ch_RNA	-0.299417106373029	0.341389965677432	82	17	0.384329066496359	0.6495140596843547	fungi
3NX3S	Ch_RNA	Ch_RNA	-0.409503566171871	0.467173001947766	82	54	0.384508929447207	0.6495140596843547	fungi
COG0802	Ch_RNA	Ch_RNA	0.380361689341195	0.434063620446827	82	68	0.384663693904064	0.6495140596843547	bacteria
3NUNW	Ch_RNA	Ch_RNA	-0.376893453215183	0.430072455473777	82	39	0.384781369377651	0.6495140596843547	fungi
3NWH8	Ch_RNA	Ch_RNA	-0.384092860495296	0.438395781856181	82	64	0.385070543827791	0.6495140596843547	fungi
3NWQ0	Ch_RNA	Ch_RNA	0.309328229036727	0.353256700477188	82	47	0.385020164134845	0.6495140596843547	fungi
3NUE6	Ch_RNA	Ch_RNA	-0.362246174719162	0.413745443510756	82	41	0.385160962878797	0.6495140596843547	fungi
3NVS2	Ch_RNA	Ch_RNA	-0.314733919890815	0.359408362947096	82	17	0.384966131868687	0.6495140596843547	fungi
3NX4W	Ch_RNA	Ch_RNA	0.351969796564567	0.402080958545388	82	54	0.385142938315393	0.6495140596843547	fungi
COG1968	Ch_RNA	Ch_RNA	-0.390022170813497	0.445664608745105	82	77	0.385411544149794	0.6495152732689722	bacteria
3NXMY	Ch_RNA	Ch_RNA	0.419171496814283	0.479046402786054	82	24	0.385364006041761	0.6495152732689722	fungi
COG1893	Ch_RNA	Ch_RNA	0.441002588991355	0.504849976916014	82	59	0.386274120827382	0.6505889096538106	bacteria
3NWMI	Ch_RNA	Ch_RNA	0.366396825552053	0.419548612274271	82	26	0.386298896730393	0.6505889096538106	fungi
3NU7X	Ch_RNA	Ch_RNA	-0.398696434720405	0.456866624467387	82	15	0.386456782527258	0.6506440454531135	fungi
3NX70	Ch_RNA	Ch_RNA	-0.384806448196136	0.441213940210788	82	34	0.386893766925876	0.6511688877460762	fungi
3NVF2	Ch_RNA	Ch_RNA	-0.34198974291957	0.392346402770823	82	39	0.38717523139055	0.651431724271673	fungi
COG3731	Ch_RNA	Ch_RNA	0.394505655950105	0.45318697126838	82	53	0.387904849598612	0.6520409102101837	bacteria
3NZHT	Ch_RNA	Ch_RNA	0.340134763349788	0.390703772657382	82	56	0.387854157291698	0.6520409102101837	fungi
3NY04	Ch_RNA	Ch_RNA	-0.360484856653709	0.414217655691555	82	29	0.388001214246319	0.6520409102101837	fungi
COG1014	Ch_RNA	Ch_RNA	0.415962839427672	0.478491124309101	82	67	0.388543468104843	0.6520409102101837	bacteria
3P4NE	Ch_RNA	Ch_RNA	0.311726320817565	0.358787265125694	82	7	0.388581944754819	0.6520409102101837	fungi
COG0458	Ch_RNA	Ch_RNA	0.402783453404832	0.463532529831697	82	72	0.388694659827697	0.6520409102101837	bacteria
COG0006	Ch_RNA	Ch_RNA	-0.429472462261124	0.494430646500133	82	76	0.388894965905036	0.6520409102101837	bacteria
3NVCE	Ch_RNA	Ch_RNA	-0.397723156505903	0.457972037746197	82	43	0.388860968803139	0.6520409102101837	fungi
3NWDY	Ch_RNA	Ch_RNA	-0.281294640296596	0.32388459670208	82	51	0.388916880662008	0.6520409102101837	fungi
3NVMB	Ch_RNA	Ch_RNA	-0.411889362800744	0.474202558358465	82	12	0.388861454901561	0.6520409102101837	fungi
3P25N	Ch_RNA	Ch_RNA	-0.283033803949478	0.325697144257316	82	14	0.388764060862209	0.6520409102101837	fungi
3NVAX	Ch_RNA	Ch_RNA	0.390108520781409	0.449422354459158	82	26	0.389055355777431	0.6520627964819032	fungi
3Q53Y	Ch_RNA	Ch_RNA	-0.30462095553351	0.3510085825358	82	23	0.3894225913756	0.6524679511961793	fungi
3NWY5	Ch_RNA	Ch_RNA	-0.370001097372811	0.426926170367951	82	38	0.389899067138297	0.6528607926129554	fungi
3NV4K	Ch_RNA	Ch_RNA	0.339375830974693	0.39163714628992	82	58	0.389908205628626	0.6528607926129554	fungi
3P4NQ	Ch_RNA	Ch_RNA	0.379954057457722	0.438635883658907	82	11	0.390113171005646	0.6528625559505193	fungi
3NWSW	Ch_RNA	Ch_RNA	0.407660198825524	0.47053570373946	82	23	0.390160408028133	0.6528625559505193	fungi
33CMQ	Ch_RNA	Ch_RNA	0.397791555757892	0.459446813359714	82	60	0.39041663592529	0.6528710486251472	bacteria
3NW69	Ch_RNA	Ch_RNA	-0.344485429682068	0.397991263331516	82	39	0.390401591191374	0.6528710486251472	fungi
3NXWE	Ch_RNA	Ch_RNA	-0.319892879109	0.369731161133694	82	12	0.390747041776313	0.6532134630852254	fungi
3NX8I	Ch_RNA	Ch_RNA	-0.385892752413657	0.446280380979051	82	34	0.390912863090567	0.6532806091957113	fungi
3NWIV	Ch_RNA	Ch_RNA	-0.329460003044194	0.382158187644765	82	1	0.391273195071212	0.6535516793326673	fungi
3NVME	Ch_RNA	Ch_RNA	0.376733059652028	0.436054539396365	82	49	0.391326481585419	0.6535516793326673	fungi
3NYQG	Ch_RNA	Ch_RNA	-0.373949582532531	0.433549733546085	82	37	0.39204204918389	0.6545364848127951	fungi
3NUHY	Ch_RNA	Ch_RNA	-0.388232613762928	0.450119080532414	82	35	0.392348679615232	0.6548381333289217	fungi
3NVBK	Ch_RNA	Ch_RNA	0.339157265032896	0.39404332404911	82	15	0.392996335428245	0.655708584047319	fungi
2Z9JM	Ch_RNA	Ch_RNA	-0.303510073150707	0.352646807510357	82	39	0.39325635317571	0.6559319153546732	bacteria
3PJ65	Ch_RNA	Ch_RNA	0.354999215758796	0.413584130924219	82	20	0.394539343989259	0.6576373770200503	fungi
3P2R4	Ch_RNA	Ch_RNA	-0.304530327811917	0.354942603003407	82	5	0.394609896345741	0.6576373770200503	fungi
COG2265	Ch_RNA	Ch_RNA	0.47990431033134	0.559755978301562	82	73	0.394926937264763	0.6576373770200503	bacteria
3Q6ET	Ch_RNA	Ch_RNA	0.386674248816025	0.450855237591463	82	5	0.394918215017545	0.6576373770200503	fungi
COG1364	Ch_RNA	Ch_RNA	0.475688029761442	0.55487689711058	82	52	0.395046264687117	0.6576373770200503	bacteria
3NU72	Ch_RNA	Ch_RNA	-0.301727911473791	0.352048973532152	82	50	0.395104021646081	0.6576373770200503	fungi
COG0713	Ch_RNA	Ch_RNA	0.381276389967084	0.444822890589832	82	51	0.39516429425094	0.6576373770200503	bacteria
3P2WB	Ch_RNA	Ch_RNA	-0.332154452985933	0.387796357385345	82	38	0.395605456703019	0.6577947228725971	fungi
3P3TV	Ch_RNA	Ch_RNA	0.293013477415313	0.342171024596771	82	10	0.395638410929527	0.6577947228725971	fungi
3P0XE	Ch_RNA	Ch_RNA	0.420951070430976	0.491781583134962	82	7	0.39561589702302	0.6577947228725971	fungi
3NXG0	Ch_RNA	Ch_RNA	-0.381610684746228	0.446378287402417	82	36	0.3962265941489	0.658562040594671	fungi
3NYVR	Ch_RNA	Ch_RNA	0.29918902093086	0.350278267538873	82	27	0.39681698522506	0.6593325363327219	fungi
3NUKP	Ch_RNA	Ch_RNA	0.317810154297321	0.372441346484651	82	48	0.397092692299386	0.65957984257652	fungi
3NYFZ	Ch_RNA	Ch_RNA	0.342316678163965	0.40152128603846	82	29	0.397546688084678	0.6599458674829386	fungi
3P1FI	Ch_RNA	Ch_RNA	-0.365283324745408	0.428341894831703	82	17	0.397566927670045	0.6599458674829386	fungi
COG0046	Ch_RNA	Ch_RNA	0.460663018891336	0.540332895095539	82	72	0.397708289648099	0.6599698046219173	bacteria
COG0664	Ch_RNA	Ch_RNA	-0.43040056255414	0.505305754822416	82	73	0.398031130818895	0.6602064008770862	bacteria
COG1847	Ch_RNA	Ch_RNA	0.397921121018516	0.467123792330768	82	61	0.398104840690453	0.6602064008770862	bacteria
3P19U	Ch_RNA	Ch_RNA	0.310965041143271	0.365628635063359	82	7	0.39866190084421	0.6608467131443031	fungi
3NW1W	Ch_RNA	Ch_RNA	0.299843993484222	0.352535391223651	82	16	0.398745170058411	0.6608467131443031	fungi
3NV2U	Ch_RNA	Ch_RNA	0.362250232462974	0.426177960954862	82	48	0.398982861256639	0.6610299221393455	fungi
3NWI9	Ch_RNA	Ch_RNA	-0.379556349235198	0.446860043208576	82	39	0.399253672487553	0.6612166470065672	fungi
COG1225	Ch_RNA	Ch_RNA	-0.429588229590836	0.505731385589104	82	73	0.399356602507642	0.6612166470065672	bacteria
3NW1Z	Ch_RNA	Ch_RNA	-0.28558608185541	0.336314681074396	82	16	0.399477108722375	0.6612166470065672	fungi
3NVHF	Ch_RNA	Ch_RNA	-0.341378645821468	0.402857592801385	82	37	0.40040852157149	0.6625473913590632	fungi
3NXW0	Ch_RNA	Ch_RNA	-0.351588980457677	0.415199423136852	82	9	0.400686966025871	0.662797179881802	fungi
3P10X	Ch_RNA	Ch_RNA	0.269852500892475	0.318798308009322	82	27	0.400996037461994	0.6629019867141129	fungi
3NUIB	Ch_RNA	Ch_RNA	0.30393172591958	0.359091096295047	82	25	0.401017997200065	0.6629019867141129	fungi
3NW5K	Ch_RNA	Ch_RNA	-0.374233524988674	0.44211295755466	82	8	0.401132842893364	0.6629019867141129	fungi
COG0760	Ch_RNA	Ch_RNA	0.275617338320253	0.326035964230886	82	77	0.401635351182985	0.6635215096283251	bacteria
3Q39F	Ch_RNA	Ch_RNA	-0.342926615664074	0.405810774091122	82	6	0.401818579601075	0.6635353188199452	fungi
3NW0Y	Ch_RNA	Ch_RNA	-0.346829916836926	0.410509528034088	82	33	0.401898964986345	0.6635353188199452	fungi
3PGD9	Ch_RNA	Ch_RNA	-0.363013342898771	0.430035571778736	82	17	0.402363809231495	0.6640321844867355	fungi
3NVAW	Ch_RNA	Ch_RNA	-0.353483964617831	0.418931355852416	82	8	0.402455359360974	0.6640321844867355	fungi
3P3QV	Ch_RNA	Ch_RNA	-0.376327607852996	0.446208399866435	82	12	0.402647792902278	0.6641389198283449	fungi
3NU6H	Ch_RNA	Ch_RNA	-0.355346547449334	0.421839562209869	82	11	0.403082333971262	0.6645848040504324	fungi
3NVIY	Ch_RNA	Ch_RNA	-0.36486759428139	0.433178566286976	82	35	0.403173778029441	0.6645848040504324	fungi
COG0653	Ch_RNA	Ch_RNA	-0.37630216892162	0.447011671964841	82	77	0.403613868993023	0.6650993676369973	bacteria
3NZDY	Ch_RNA	Ch_RNA	0.280262545448261	0.333262186161294	82	8	0.404042040540827	0.6655939698262863	fungi
3NUGZ	Ch_RNA	Ch_RNA	0.338651374454233	0.403196976555859	82	11	0.404473510394978	0.6658827677465138	fungi
3P25X	Ch_RNA	Ch_RNA	-0.294852420014993	0.350873954131783	82	12	0.404450800596457	0.6658827677465138	fungi
3NTVZ	Ch_RNA	Ch_RNA	0.261068448795897	0.311086440705291	82	17	0.405025433403838	0.6663748086873031	fungi
3Q3ST	Ch_RNA	Ch_RNA	-0.347222323287262	0.413678702913618	82	10	0.405034972560772	0.6663748086873031	fungi
3NVYB	Ch_RNA	Ch_RNA	-0.357258167820286	0.42608621562378	82	36	0.405379802051251	0.6663748086873031	fungi
3NVIX	Ch_RNA	Ch_RNA	-0.299656964571931	0.357420213066273	82	15	0.405413256371983	0.6663748086873031	fungi
3P06S	Ch_RNA	Ch_RNA	0.381233168633872	0.454588341075934	82	5	0.405255670426672	0.6663748086873031	fungi
3P2A4	Ch_RNA	Ch_RNA	-0.276963393284336	0.330339845105822	82	15	0.405546289122574	0.6663827930304242	fungi
33XPV	Ch_RNA	Ch_RNA	-0.431019660568805	0.514922823326458	82	69	0.406192839986064	0.6664967492130935	bacteria
3NUFH	Ch_RNA	Ch_RNA	-0.33156243457756	0.396194555726748	82	51	0.406242780916878	0.6664967492130935	fungi
3NZMU	Ch_RNA	Ch_RNA	-0.371645898243504	0.443535889343323	82	44	0.405891711020512	0.6664967492130935	fungi
3P41A	Ch_RNA	Ch_RNA	-0.283273467969532	0.33840217470591	82	37	0.406120966808389	0.6664967492130935	fungi
3NV2H	Ch_RNA	Ch_RNA	-0.337852374214806	0.403694112693379	82	39	0.40638142660096	0.6664967492130935	fungi
3NTXM	Ch_RNA	Ch_RNA	0.377673941187058	0.451247459836348	82	16	0.406384823043952	0.6664967492130935	fungi
3NUWZ	Ch_RNA	Ch_RNA	-0.332036073743137	0.396580725811098	82	74	0.406538809796222	0.6665390325230395	fungi
3NV5D	Ch_RNA	Ch_RNA	0.298562858965834	0.357378045116398	82	8	0.407007169407287	0.6670308874720926	fungi
3NY0G	Ch_RNA	Ch_RNA	-0.343093623406431	0.41072922603985	82	38	0.407095404106357	0.6670308874720926	fungi
COG0319	Ch_RNA	Ch_RNA	-0.427600798560661	0.51242851410687	82	62	0.407679128709584	0.6670657673623489	bacteria
3NXTJ	Ch_RNA	Ch_RNA	-0.325253978292615	0.389819853684436	82	3	0.407677432029472	0.6670657673623489	fungi
3NYN5	Ch_RNA	Ch_RNA	-0.31876450720079	0.381886726501088	82	21	0.407462844282028	0.6670657673623489	fungi
3P44Q	Ch_RNA	Ch_RNA	0.297214145667093	0.355744008856824	82	52	0.407458330059337	0.6670657673623489	fungi
COG0207	Ch_RNA	Ch_RNA	0.477941255834852	0.572854833343144	82	68	0.407758224404221	0.6670657673623489	bacteria
3PNHA	Ch_RNA	Ch_RNA	0.329921738598111	0.395881406556908	82	49	0.408110251500501	0.6674316444011025	fungi
3NUR9	Ch_RNA	Ch_RNA	-0.36031398465712	0.432393506330637	82	37	0.408262538559617	0.6674707352111474	fungi
3NXP5	Ch_RNA	Ch_RNA	0.290772349339839	0.34926449662415	82	32	0.408717363597098	0.6680042670044993	fungi
COG0143	Ch_RNA	Ch_RNA	0.395978033575518	0.476002424338636	82	69	0.409088314730823	0.6683726734712125	bacteria
3P4H0	Ch_RNA	Ch_RNA	0.287366556741621	0.345531561215593	82	3	0.40919988837447	0.6683726734712125	fungi
COG0024	Ch_RNA	Ch_RNA	0.466646642548637	0.561698146175231	82	72	0.409656406929631	0.6688277753854625	bacteria
COG1217	Ch_RNA	Ch_RNA	-0.37290790882493	0.44892769699553	82	77	0.409735807771244	0.6688277753854625	bacteria
COG1198	Ch_RNA	Ch_RNA	0.462055357339397	0.556361095470889	82	67	0.40989715140878	0.6688811331369263	bacteria
3NYTX	Ch_RNA	Ch_RNA	0.345531528925965	0.416551809183489	82	14	0.410319078130406	0.6693595504235899	fungi
3NY6E	Ch_RNA	Ch_RNA	-0.380306617714655	0.459081355302948	82	34	0.411141715362723	0.6704336512564079	fungi
3NV6W	Ch_RNA	Ch_RNA	0.341078201610377	0.412002076632967	82	24	0.411235413321155	0.6704336512564079	fungi
COG0742	Ch_RNA	Ch_RNA	-0.382451576286445	0.462512644754188	82	63	0.411939499397273	0.6711580976658974	bacteria
3NVK0	Ch_RNA	Ch_RNA	0.322963843567875	0.390680125873885	82	51	0.412067060540401	0.6711580976658974	fungi
3NVT9	Ch_RNA	Ch_RNA	0.296696863295811	0.358934163117354	82	25	0.411987598891189	0.6711580976658974	fungi
3NV6G	Ch_RNA	Ch_RNA	0.295427545997013	0.35761130154843	82	36	0.412325431080126	0.6713362913346946	fungi
3Q53I	Ch_RNA	Ch_RNA	-0.271912793038491	0.329280324034477	82	6	0.412563848973716	0.6713362913346946	fungi
3Q3NA	Ch_RNA	Ch_RNA	-0.325111668362781	0.393689767141772	82	5	0.412514251034546	0.6713362913346946	fungi
3P6RS	Ch_RNA	Ch_RNA	0.363042995634941	0.441147535346577	82	3	0.413044545673028	0.671908195542576	fungi
3NW3Q	Ch_RNA	Ch_RNA	0.276902508325871	0.336212878376634	82	60	0.413623026399636	0.6725197410691222	fungi
3NUPC	Ch_RNA	Ch_RNA	0.311042563097458	0.377808517845475	82	20	0.41389232291409	0.6725197410691222	fungi
COG2801	Ch_RNA	Ch_RNA	-0.351306815396529	0.427053469600327	82	75	0.4141966168308	0.6725197410691222	bacteria
3NV61	Ch_RNA	Ch_RNA	-0.37866568875942	0.460168811974444	82	55	0.414098016790618	0.6725197410691222	fungi
3NVEF	Ch_RNA	Ch_RNA	0.324324741681801	0.394187480686702	82	66	0.414189923836589	0.6725197410691222	fungi
3NWQG	Ch_RNA	Ch_RNA	-0.350316828981738	0.425661410440284	82	27	0.414147858428622	0.6725197410691222	fungi
3NXEF	Ch_RNA	Ch_RNA	0.311267175493555	0.378596700290614	82	34	0.41453473038031	0.6728585898367879	fungi
3NWZU	Ch_RNA	Ch_RNA	-0.323170948891012	0.393778111273699	82	12	0.415325388998041	0.6739315534958848	fungi
COG1129	Ch_RNA	Ch_RNA	-0.438745827948412	0.534644823848017	82	58	0.41549673137351	0.6739992219690729	bacteria
3NUY9	Ch_RNA	Ch_RNA	0.355713877742758	0.433846104095891	82	45	0.415814351130155	0.6743040584921011	fungi
3NXBP	Ch_RNA	Ch_RNA	-0.282851041789065	0.345839291179687	82	21	0.417036679620584	0.6760753655589075	fungi
COG2076	Ch_RNA	Ch_RNA	-0.425256623399898	0.520516555080158	82	43	0.417395135799358	0.6762347494611599	bacteria
3NY9J	Ch_RNA	Ch_RNA	0.273109812001485	0.334252580750447	82	21	0.417387654611319	0.6762347494611599	fungi
3P6PA	Ch_RNA	Ch_RNA	-0.366442535223846	0.44892710512708	82	1	0.417667491874466	0.6763705590653032	fungi
COG0399	Ch_RNA	Ch_RNA	0.456833134859112	0.5594977598907	82	69	0.417869250955521	0.6763705590653032	bacteria
3NWQC	Ch_RNA	Ch_RNA	0.346851814520823	0.424794778675525	82	57	0.417823018793959	0.6763705590653032	fungi
3P2UA	Ch_RNA	Ch_RNA	0.257514133836462	0.315803886187691	82	9	0.418311489496988	0.6768040948716865	fungi
3NV5B	Ch_RNA	Ch_RNA	0.297779931059021	0.365360704934424	82	25	0.418527633201091	0.6768040948716865	fungi
3NV5S	Ch_RNA	Ch_RNA	-0.327564431294164	0.401336151301248	82	50	0.418519029225556	0.6768040948716865	fungi
3NW09	Ch_RNA	Ch_RNA	0.289210147509431	0.355079666367601	82	21	0.418789199878804	0.6770164956995964	fungi
COG1290	Ch_RNA	Ch_RNA	0.469178175988374	0.576050792549244	82	67	0.41895017712368	0.6770419464811956	bacteria
COG3208	Ch_RNA	Ch_RNA	0.41204512285186	0.506189978245266	82	52	0.419220481932554	0.6770419464811956	bacteria
3NW8A	Ch_RNA	Ch_RNA	0.380265450795444	0.467246675634989	82	14	0.419188951823655	0.6770419464811956	fungi
3NUM0	Ch_RNA	Ch_RNA	-0.274367384536709	0.337197631283017	82	20	0.419325844906607	0.6770419464811956	fungi
3NUW8	Ch_RNA	Ch_RNA	-0.299416591490136	0.368161489918848	82	14	0.419548064762484	0.6771904342440715	fungi
3P7F5	Ch_RNA	Ch_RNA	-0.32356297695806	0.398029388724862	82	17	0.419807695978901	0.6773221544238638	fungi
3NUI2	Ch_RNA	Ch_RNA	-0.287592069677864	0.353851098889141	82	10	0.419890229603407	0.6773221544238638	fungi
3NUH7	Ch_RNA	Ch_RNA	-0.296901713120808	0.365707770556917	82	45	0.420260627887937	0.6775105454020038	fungi
3P730	Ch_RNA	Ch_RNA	-0.318011230944266	0.391482529521677	82	5	0.420267649340539	0.6775105454020038	fungi
30U67	Ch_RNA	Ch_RNA	0.392737619583726	0.483967916130968	82	28	0.420629274784111	0.6778833228774312	bacteria
COG1502	Ch_RNA	Ch_RNA	-0.425729637139217	0.524857344503547	82	64	0.420818689502422	0.6779784216681414	bacteria
3NZSW	Ch_RNA	Ch_RNA	0.328036793066763	0.40473615786591	82	17	0.42118710604688	0.6783617609472519	fungi
3NVBD	Ch_RNA	Ch_RNA	-0.298655354201759	0.368750577796604	82	11	0.421460837813347	0.6783823206785111	fungi
3NXG4	Ch_RNA	Ch_RNA	-0.233422984159116	0.288068354081512	82	6	0.421398192133226	0.6783823206785111	fungi
32SMG	Ch_RNA	Ch_RNA	0.371806402283481	0.46031827242599	82	50	0.422764875844309	0.6799770037688098	bacteria
3P0ET	Ch_RNA	Ch_RNA	-0.324715659607084	0.402311607858092	82	8	0.422843941755061	0.6799770037688098	fungi
3NV2D	Ch_RNA	Ch_RNA	0.430706222503752	0.533379755374981	82	21	0.422840170293023	0.6799770037688098	fungi
3NY0K	Ch_RNA	Ch_RNA	0.34672673225182	0.429482373971102	82	18	0.423003188365242	0.6800227508691692	fungi
3NUDI	Ch_RNA	Ch_RNA	-0.390418445210783	0.483830628094709	82	43	0.423153850956288	0.6800546742261951	fungi
3NUM5	Ch_RNA	Ch_RNA	-0.291209676026929	0.361511430358421	82	38	0.423864220770801	0.6809030155740384	fungi
3NWZ8	Ch_RNA	Ch_RNA	-0.302885117059854	0.3760807916086	82	12	0.423943654820766	0.6809030155740384	fungi
3PK4R	Ch_RNA	Ch_RNA	0.314693741050188	0.39098444775729	82	27	0.424513712717721	0.6814272026315096	fungi
3NU08	Ch_RNA	Ch_RNA	-0.315768690872723	0.392386213969803	82	10	0.424532161824093	0.6814272026315096	fungi
COG1295	Ch_RNA	Ch_RNA	0.449468931649412	0.558939369137122	82	73	0.424894421426319	0.6815910706599989	bacteria
3NTX1	Ch_RNA	Ch_RNA	0.333167378293476	0.414429690922754	82	54	0.424896453165812	0.6815910706599989	fungi
3P3MK	Ch_RNA	Ch_RNA	-0.276101278935557	0.34357722589386003	82	8	0.425135791864244	0.6817646458674289	fungi
COG4244	Ch_RNA	Ch_RNA	-0.428672369720691	0.53416839109006	82	24	0.425781552881787	0.682427343603642	bacteria
3Q4ZN	Ch_RNA	Ch_RNA	-0.410751692833281	0.511846526080723	82	24	0.425811560425123	0.682427343603642	fungi
3NVR2	Ch_RNA	Ch_RNA	-0.374485144161002	0.467410024580775	82	26	0.426417870903774	0.6826071726545402	fungi
3P5DA	Ch_RNA	Ch_RNA	-0.325171477712429	0.40673983285837	82	4	0.426452702649984	0.6826071726545402	fungi
3Q4MC	Ch_RNA	Ch_RNA	-0.331681837699464	0.41385898082361	82	32	0.426437718323473	0.6826071726545402	fungi
3P5M3	Ch_RNA	Ch_RNA	0.372907779191651	0.465372134035471	82	11	0.42638618660695	0.6826071726545402	fungi
3NUA8	Ch_RNA	Ch_RNA	-0.364986062965402	0.455686080692646	82	34	0.426580246961839	0.6826071726545402	fungi
3P5DZ	Ch_RNA	Ch_RNA	-0.29720536817378	0.371242556452732	82	9	0.427054375207442	0.6831555989856896	fungi
3P143	Ch_RNA	Ch_RNA	0.281132315388043	0.351403487553368	82	32	0.427329796466848	0.6833859156663005	fungi
COG3591	Ch_RNA	Ch_RNA	0.502912218516816	0.629668179278494	82	51	0.427879321177841	0.6839979244110156	bacteria
3NWWG	Ch_RNA	Ch_RNA	-0.371282279801965	0.464989842221671	82	14	0.428062435528095	0.6839979244110156	fungi
3P4NR	Ch_RNA	Ch_RNA	-0.230435558392724	0.288623669866142	82	11	0.428166058284892	0.6839979244110156	fungi
COG1006	Ch_RNA	Ch_RNA	0.394686357604909	0.494555585924477	82	38	0.428238746673948	0.6839979244110156	bacteria
3NUAK	Ch_RNA	Ch_RNA	-0.337360178426319	0.423180444991264	82	32	0.428780914364961	0.6846535546017912	fungi
3NWSJ	Ch_RNA	Ch_RNA	-0.308799435229295	0.387950825770169	82	7	0.429396790607023	0.685426439780753	fungi
